平成２９年,患者調査,平成２９年１０月,千人
下巻第２表　推計外来患者数（患者住所地），都道府県・外来（初診－再来）×傷病分類×病院－一般診療所別
注：（１）　病院－一般診療所の総数には、歯科診療所を含む。
注：（２）　全国には、住所不詳を含む。
,全国,,,北海道,,,青森,,,岩手,,,宮城,,,秋田,,,山形,,,福島,,,茨城,,,栃木,,,群馬,,,埼玉,,,千葉,,,東京,,,神奈川,,,新潟,,,富山,,,石川,,,福井,,,山梨,,,長野,,,岐阜,,,静岡,,,愛知,,,三重,,,滋賀,,,京都,,,大阪,,,兵庫,,,奈良,,,和歌山,,,鳥取,,,島根,,,岡山,,,広島,,,山口,,,徳島,,,香川,,,愛媛,,,高知,,,福岡,,,佐賀,,,長崎,,,熊本,,,大分,,,宮崎,,,鹿児島,,,沖縄,,
　白内障（再掲）,83.4,11.7,71.7,3.4,0.8,2.6,0.9,0.2,0.7,1.1,0.1,0.9,1.6,0.2,1.3,0.7,0.1,0.7,1.1,0.1,1.0,0.3,0.1,0.3,1.1,0.1,1.0,1.8,0.2,1.6,0.9,0.1,0.7,3.9,0.6,3.2,3.1,0.5,2.6,7.2,0.8,6.4,5.8,1.2,4.6,1.2,0.2,1.0,0.8,0.1,0.7,0.5,0.1,0.5,0.3,0.1,0.3,0.4,0.1,0.4,1.4,0.3,1.1,1.5,0.2,1.3,2.3,0.1,2.1,8.1,0.5,7.7,1.8,0.2,1.7,0.8,0.1,0.7,1.9,0.6,1.3,6.3,0.6,5.7,4.1,0.7,3.4,0.4,0.1,0.3,0.7,0.1,0.6,0.2,0.1,0.1,0.3,0.0,0.3,1.1,0.1,1.0,1.2,0.3,0.9,1.9,0.0,1.8,0.3,0.1,0.2,0.5,0.1,0.4,1.0,0.1,0.9,0.1,0.0,0.1,4.2,0.7,3.5,0.7,0.1,0.6,1.3,0.1,1.1,1.2,0.1,1.0,0.7,0.1,0.5,0.5,0.1,0.5,1.2,0.2,0.9,0.8,0.1,0.7
Ⅷ　耳及び乳様突起の疾患,99.2,26.7,72.5,2.4,0.8,1.6,1.3,0.3,1.0,1.0,0.3,0.8,1.7,0.5,1.2,0.8,0.2,0.6,1.0,0.2,0.7,1.7,0.3,1.4,1.9,0.6,1.3,1.1,0.4,0.7,1.0,0.4,0.7,5.1,1.6,3.5,3.9,1.2,2.7,8.2,2.3,6.0,7.2,3.0,4.2,1.5,0.5,1.1,0.6,0.2,0.4,0.8,0.3,0.5,0.8,0.3,0.6,0.4,0.2,0.3,1.6,0.4,1.2,1.7,0.3,1.4,2.4,0.7,1.7,6.4,1.2,5.3,1.2,0.4,0.9,1.4,0.4,1.0,3.2,0.4,2.8,6.8,1.2,5.6,7.3,1.6,5.6,0.8,0.2,0.6,0.9,0.2,0.7,0.6,0.1,0.5,0.6,0.2,0.4,1.9,0.6,1.3,2.0,0.6,1.5,1.5,0.5,1.0,0.6,0.1,0.5,1.0,0.3,0.7,1.3,0.3,1.0,0.6,0.1,0.5,4.7,1.1,3.6,1.0,0.2,0.8,1.2,0.6,0.6,1.0,0.3,0.7,0.8,0.1,0.7,0.7,0.2,0.5,1.5,0.4,1.1,1.0,0.3,0.7
Ⅸ　循環器系の疾患,888.9,32.4,856.5,38.5,1.6,37.0,11.3,0.2,11.0,10.6,0.5,10.1,20.0,0.6,19.4,8.3,0.2,8.1,10.7,0.4,10.4,16.7,0.6,16.0,20.3,0.8,19.5,14.0,0.5,13.5,14.1,0.6,13.5,43.8,1.9,41.9,36.1,1.4,34.7,67.3,2.5,64.9,52.0,2.0,49.9,14.3,0.5,13.8,7.4,0.3,7.1,6.4,0.2,6.2,5.0,0.2,4.9,5.7,0.2,5.5,13.1,0.7,12.4,16.7,0.5,16.2,23.2,0.9,22.4,50.9,1.7,49.2,12.8,0.4,12.4,9.9,0.4,9.5,14.9,0.5,14.5,66.9,2.0,64.9,40.4,1.5,38.8,9.3,0.4,8.9,9.3,0.4,9.0,4.6,0.1,4.5,6.3,0.2,6.1,14.5,0.5,14.0,21.9,1.1,20.8,12.1,0.4,11.6,8.2,0.3,7.9,9.0,0.3,8.7,11.3,0.3,11.0,6.9,0.2,6.7,35.0,1.4,33.6,7.1,0.2,6.9,13.4,0.3,13.1,16.1,0.5,15.6,8.3,0.4,8.0,10.6,0.5,10.1,17.5,0.7,16.8,8.1,0.2,7.9
　高血圧性疾患（再掲）,646.9,12.4,634.5,27.5,0.5,27.0,8.0,0.1,7.9,7.2,0.1,7.0,15.8,0.3,15.6,5.8,0.1,5.7,8.1,0.2,7.9,10.7,0.2,10.4,14.1,0.3,13.8,10.5,0.2,10.3,10.3,0.2,10.2,32.7,0.7,32.0,27.8,0.6,27.2,49.6,0.9,48.7,37.0,0.8,36.1,10.5,0.2,10.3,4.9,0.1,4.9,4.5,0.1,4.4,3.8,0.1,3.7,4.2,0.1,4.1,9.3,0.3,9.0,11.7,0.2,11.5,16.9,0.3,16.6,37.9,0.6,37.3,9.9,0.2,9.7,7.3,0.1,7.2,10.3,0.2,10.1,49.1,0.9,48.2,28.5,0.5,27.9,6.8,0.2,6.7,6.5,0.1,6.4,3.2,0.0,3.2,4.9,0.1,4.8,11.0,0.2,10.9,13.7,0.3,13.4,8.7,0.2,8.6,6.3,0.2,6.1,6.6,0.1,6.5,8.1,0.1,8.0,4.6,0.1,4.6,26.5,0.5,26.0,5.2,0.1,5.1,10.4,0.2,10.3,12.6,0.2,12.4,6.1,0.1,6.0,7.5,0.2,7.3,12.1,0.3,11.8,5.9,0.1,5.8
　（心疾患（高血圧性のものを除く））（再掲）,134.2,9.5,124.7,7.1,0.6,6.6,1.2,0.1,1.2,1.3,0.1,1.2,2.5,0.2,2.3,1.4,0.1,1.4,1.5,0.1,1.4,3.3,0.2,3.1,3.1,0.3,2.9,1.5,0.1,1.4,1.6,0.1,1.5,5.7,0.5,5.1,4.9,0.5,4.4,10.3,0.8,9.5,8.7,0.4,8.3,1.9,0.2,1.7,1.3,0.1,1.2,1.0,0.0,1.0,0.7,0.0,0.7,0.9,0.1,0.8,2.0,0.1,1.9,3.3,0.2,3.1,4.0,0.2,3.7,8.5,0.7,7.8,2.0,0.1,1.9,1.5,0.1,1.4,2.6,0.1,2.5,9.3,0.6,8.7,6.7,0.4,6.3,1.4,0.1,1.3,1.3,0.1,1.2,0.7,0.0,0.7,0.8,0.1,0.7,1.9,0.2,1.7,4.1,0.3,3.8,1.9,0.2,1.7,1.2,0.1,1.2,1.4,0.1,1.3,1.6,0.1,1.5,0.9,0.1,0.9,4.6,0.4,4.2,0.8,0.1,0.7,1.7,0.1,1.7,2.0,0.2,1.8,1.0,0.1,0.9,1.6,0.1,1.4,3.3,0.2,3.1,1.3,0.1,1.2
　虚血性心疾患（再掲）,55.3,3.4,52.0,3.4,0.2,3.1,0.4,0.0,0.4,0.5,0.0,0.4,1.0,0.1,0.9,0.4,0.0,0.4,0.6,0.0,0.6,1.7,0.1,1.6,1.2,0.1,1.1,0.5,0.0,0.4,0.7,0.1,0.6,2.2,0.2,2.0,2.0,0.1,1.9,3.8,0.2,3.7,3.8,0.2,3.7,0.6,0.0,0.5,0.6,0.0,0.6,0.5,0.0,0.4,0.3,0.0,0.3,0.3,0.0,0.3,0.7,0.0,0.7,1.6,0.1,1.5,1.6,0.1,1.5,3.9,0.3,3.6,0.9,0.0,0.8,0.6,0.1,0.5,1.1,0.0,1.0,3.3,0.2,3.1,2.8,0.1,2.7,0.7,0.1,0.6,0.5,0.0,0.5,0.2,0.0,0.2,0.3,0.0,0.3,0.8,0.1,0.7,1.6,0.1,1.5,0.7,0.0,0.7,0.6,0.0,0.5,0.5,0.0,0.5,0.7,0.0,0.7,0.4,0.0,0.3,1.9,0.2,1.7,0.3,0.0,0.3,0.8,0.0,0.7,0.7,0.1,0.6,0.4,0.0,0.4,0.6,0.1,0.5,2.0,0.1,1.9,0.5,0.0,0.5
　脳血管疾患（再掲）,85.9,7.0,78.9,3.1,0.3,2.7,1.7,0.0,1.6,1.9,0.2,1.7,1.3,0.1,1.2,1.0,0.1,0.9,1.0,0.1,0.9,2.3,0.2,2.2,2.6,0.2,2.5,1.7,0.2,1.5,1.8,0.2,1.5,4.2,0.4,3.8,2.7,0.2,2.5,5.9,0.6,5.4,4.7,0.6,4.1,1.7,0.1,1.6,0.9,0.1,0.8,0.7,0.0,0.6,0.4,0.0,0.4,0.5,0.0,0.4,1.6,0.2,1.4,1.2,0.1,1.1,1.4,0.1,1.3,3.5,0.3,3.2,0.7,0.0,0.6,0.9,0.1,0.8,1.6,0.1,1.5,7.2,0.3,6.8,4.1,0.4,3.7,0.8,0.1,0.7,1.2,0.1,1.1,0.6,0.0,0.5,0.5,0.0,0.5,1.2,0.1,1.1,3.3,0.3,3.0,1.1,0.1,1.0,0.6,0.0,0.6,0.7,0.1,0.7,1.3,0.1,1.3,1.3,0.1,1.2,2.4,0.2,2.2,1.0,0.1,0.9,0.9,0.0,0.9,1.2,0.1,1.1,1.1,0.1,1.0,1.1,0.1,1.0,1.7,0.1,1.6,0.7,0.0,0.7
Ⅹ　呼吸器系の疾患,629.9,257.7,372.2,25.5,10.6,14.9,9.9,3.7,6.2,5.9,2.6,3.3,13.4,5.5,7.9,6.0,2.3,3.6,5.6,2.8,2.8,8.0,4.0,4.0,12.2,5.8,6.4,9.0,3.9,5.2,8.6,3.8,4.8,33.2,16.8,16.5,29.7,15.8,13.9,68.7,27.5,41.2,54.7,21.7,32.9,9.6,4.4,5.2,4.4,1.7,2.7,5.4,2.1,3.3,4.3,1.9,2.4,3.7,1.7,2.1,8.8,3.6,5.1,9.0,3.5,5.4,15.2,7.3,7.9,40.7,14.1,26.6,9.1,3.8,5.3,6.2,2.7,3.5,11.6,3.6,8.0,38.6,12.8,25.8,27.1,10.3,16.8,4.9,2.1,2.8,4.8,1.9,2.9,2.7,1.3,1.4,4.1,1.7,2.4,12.0,4.8,7.2,12.8,4.6,8.1,7.1,2.5,4.6,3.6,1.4,2.2,5.3,2.1,3.3,6.1,2.5,3.6,3.3,1.2,2.1,24.6,9.3,15.3,4.4,1.8,2.6,8.6,3.3,5.3,10.3,4.0,6.2,5.2,1.8,3.4,5.1,1.9,3.2,7.3,2.4,4.9,6.8,3.3,3.5
　急性上気道感染症（再掲）,248.5,147.6,100.9,7.7,5.3,2.4,3.3,2.0,1.3,2.4,1.5,0.9,5.1,2.9,2.1,2.1,1.2,0.8,2.0,1.5,0.5,2.6,2.0,0.6,5.1,3.6,1.6,3.2,2.0,1.2,3.9,2.5,1.4,15.8,10.9,4.8,12.8,8.9,3.8,32.1,18.7,13.4,20.8,11.8,9.0,3.7,2.6,1.1,1.5,0.9,0.6,1.6,0.9,0.8,2.0,1.2,0.8,1.5,1.0,0.5,3.0,2.1,0.9,3.3,1.8,1.5,6.3,4.3,2.0,18.6,8.3,10.2,3.0,2.0,1.0,2.8,1.8,1.0,4.1,2.3,1.8,15.1,7.2,7.9,11.0,5.7,5.3,2.1,1.2,0.9,2.0,1.2,0.9,1.1,0.8,0.3,1.5,1.0,0.5,5.4,2.9,2.5,5.1,2.6,2.5,2.3,1.4,0.8,1.2,0.8,0.4,2.2,1.2,1.0,2.4,1.5,0.9,1.1,0.7,0.5,8.3,4.7,3.5,1.7,1.0,0.7,1.9,1.3,0.6,3.7,2.4,1.3,1.6,0.8,0.8,1.6,0.9,0.7,2.3,1.1,1.2,2.0,1.4,0.7
　肺炎（再掲）,7.8,1.8,6.0,0.7,0.2,0.5,0.1,0.0,0.1,0.1,0.0,0.1,0.2,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.3,0.1,0.2,0.2,0.1,0.2,0.8,0.0,0.7,0.4,0.1,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.4,0.1,0.3,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.6,0.1,0.5,0.4,0.1,0.3,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.0,0.1,0.2,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.3,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0
　急性気管支炎及び急性細気管支炎（再掲）,91.2,50.4,40.8,2.9,1.7,1.2,1.4,0.8,0.6,0.9,0.6,0.4,2.3,1.2,1.1,1.1,0.5,0.5,1.3,0.8,0.4,2.0,1.3,0.7,1.9,1.2,0.7,1.8,1.1,0.7,1.4,0.6,0.8,4.8,2.9,1.9,4.2,3.2,1.0,7.9,3.4,4.6,6.1,3.2,3.0,1.5,0.8,0.6,0.9,0.4,0.4,0.7,0.4,0.3,0.8,0.4,0.4,0.7,0.4,0.3,1.6,0.9,0.7,1.6,0.9,0.8,2.3,1.5,0.8,5.8,3.2,2.5,2.0,1.2,0.9,0.7,0.3,0.4,0.8,0.3,0.5,4.3,2.5,1.8,4.3,2.2,2.1,0.8,0.5,0.3,0.5,0.3,0.2,0.5,0.3,0.3,0.6,0.4,0.2,1.8,0.8,0.9,2.0,0.9,1.0,0.7,0.4,0.3,0.6,0.3,0.3,0.9,0.5,0.4,0.9,0.5,0.4,0.5,0.3,0.2,5.1,2.5,2.6,0.7,0.4,0.3,1.8,1.1,0.7,1.2,0.6,0.6,0.8,0.5,0.3,0.8,0.4,0.4,0.9,0.5,0.4,1.1,0.7,0.5
　気管支炎及び慢性閉塞性肺疾患（再掲）,22.3,3.4,18.9,1.3,0.2,1.1,0.2,0.0,0.2,0.2,0.0,0.2,0.4,0.1,0.3,0.2,0.1,0.2,0.2,-,0.2,0.3,0.0,0.2,0.4,0.1,0.4,0.3,-,0.3,0.4,0.1,0.3,0.9,0.2,0.7,0.8,0.2,0.6,1.6,0.3,1.3,1.4,0.1,1.2,0.3,0.0,0.3,0.2,0.0,0.1,0.3,0.1,0.2,0.1,0.0,0.1,0.1,0.0,0.1,0.3,0.0,0.3,0.5,0.1,0.4,0.5,0.0,0.5,1.3,0.1,1.3,0.5,0.1,0.4,0.3,0.1,0.2,0.4,0.1,0.4,2.0,0.3,1.7,1.3,0.1,1.2,0.3,0.1,0.3,0.3,0.1,0.2,0.1,0.0,0.1,0.2,0.0,0.1,0.5,0.1,0.3,0.4,0.1,0.4,0.3,0.0,0.3,0.3,0.0,0.2,0.3,0.0,0.3,0.2,0.0,0.2,0.2,0.0,0.1,0.7,0.2,0.5,0.2,0.0,0.1,0.5,0.1,0.4,0.4,0.0,0.4,0.2,0.1,0.1,0.2,0.0,0.2,0.3,0.0,0.3,0.2,0.0,0.1
　喘息（再掲）,121.1,19.6,101.5,8.0,1.7,6.4,1.3,0.2,1.1,0.9,0.2,0.7,2.7,0.5,2.1,1.2,0.2,1.0,1.1,0.2,0.9,1.2,0.2,1.0,2.2,0.3,1.9,1.6,0.2,1.5,1.6,0.2,1.4,4.9,0.8,4.1,6.0,1.4,4.6,16.0,2.3,13.7,9.5,1.1,8.4,1.4,0.2,1.2,0.9,0.2,0.7,1.4,0.4,1.1,0.5,0.1,0.4,0.8,0.1,0.7,1.9,0.3,1.6,1.6,0.3,1.3,3.3,0.6,2.8,5.3,0.9,4.5,1.3,0.1,1.2,1.1,0.2,0.9,1.2,0.2,1.0,7.8,1.0,6.8,4.9,0.8,4.1,0.6,0.0,0.6,0.7,0.1,0.6,0.6,0.1,0.5,1.2,0.2,0.9,1.5,0.2,1.3,2.5,0.6,1.9,1.6,0.2,1.5,0.6,0.1,0.5,1.0,0.1,0.9,1.1,0.2,0.9,0.6,0.1,0.5,5.8,1.0,4.7,0.8,0.1,0.7,2.3,0.3,2.0,2.0,0.3,1.7,1.2,0.2,1.0,1.1,0.1,1.0,1.5,0.2,1.3,1.4,0.4,1.0
ⅩⅠ　消化器系の疾患,1293.2,238.5,1054.7,43.3,5.5,37.8,11.3,2.0,9.2,11.7,2.0,9.7,24.4,5.0,19.5,9.9,1.8,8.2,12.2,2.1,10.1,18.3,2.9,15.4,27.7,6.8,20.9,19.3,3.7,15.6,19.9,4.2,15.7,81.3,9.9,71.3,55.0,8.0,47.1,151.8,40.6,111.2,87.7,13.1,74.6,23.1,5.0,18.1,9.6,1.8,7.8,9.0,2.1,6.9,6.5,1.8,4.7,8.3,1.6,6.7,16.7,2.7,13.9,19.4,3.1,16.3,29.8,5.2,24.6,92.3,19.4,72.9,19.6,4.8,14.8,14.5,3.3,11.2,21.6,3.8,17.8,93.0,12.0,80.9,52.7,9.1,43.7,15.8,3.2,12.6,11.2,2.1,9.1,5.0,1.2,3.8,6.3,1.4,4.9,17.6,3.9,13.6,29.1,4.1,25.0,13.6,2.0,11.6,7.3,1.2,6.2,10.0,2.2,7.8,10.5,2.2,8.3,6.9,1.2,5.7,65.1,9.1,56.0,9.1,1.3,7.8,13.7,3.0,10.6,18.9,4.0,15.0,11.0,2.2,8.7,10.1,2.1,8.1,12.9,2.4,10.5,9.7,2.3,7.3
　う蝕（再掲）,277.1,62.7,214.4,4.7,0.9,3.8,2.8,0.6,2.2,3.0,0.6,2.4,5.0,1.3,3.7,2.0,0.5,1.5,2.0,0.5,1.5,5.0,0.8,4.1,7.3,2.2,5.1,3.6,0.8,2.7,4.4,0.8,3.6,15.6,2.7,12.9,15.5,1.7,13.8,36.2,10.2,26.0,20.9,3.8,17.1,5.4,0.9,4.4,2.3,0.6,1.7,1.7,0.5,1.3,1.7,0.6,1.1,1.9,0.4,1.5,3.8,1.1,2.8,2.8,0.7,2.1,6.1,1.4,4.7,25.8,6.4,19.4,4.9,1.6,3.3,3.4,0.8,2.6,4.6,1.1,3.5,11.8,2.3,9.5,10.0,1.7,8.4,3.7,0.9,2.8,1.6,0.6,1.0,1.1,0.2,0.8,1.4,0.5,0.9,3.3,0.5,2.8,4.3,0.9,3.3,2.1,0.5,1.6,1.5,0.4,1.1,2.2,0.7,1.5,2.5,0.7,1.9,1.7,0.4,1.4,14.5,2.9,11.6,1.5,0.3,1.2,2.9,0.6,2.2,4.7,1.2,3.5,2.1,0.8,1.3,1.6,0.5,1.2,2.1,0.8,1.3,2.9,0.9,2.0
　歯肉炎及び歯周疾患（再掲）,469.1,94.7,374.4,15.3,1.9,13.4,3.1,0.6,2.5,3.4,0.7,2.7,8.7,2.3,6.5,3.6,0.8,2.8,5.3,0.9,4.4,4.5,0.9,3.6,9.3,3.0,6.3,6.6,1.6,5.1,7.2,2.0,5.2,32.7,3.5,29.2,18.1,3.2,14.9,56.2,17.9,38.4,33.5,5.1,28.3,9.6,2.6,6.9,2.6,0.5,2.1,3.2,0.9,2.2,1.9,0.7,1.2,3.1,0.6,2.6,5.6,0.8,4.9,8.3,1.0,7.2,10.1,1.9,8.2,35.7,8.3,27.4,7.4,1.9,5.5,5.3,1.8,3.5,7.5,1.5,6.0,35.2,4.0,31.2,17.3,4.0,13.3,5.2,1.3,3.9,3.0,0.5,2.6,1.8,0.5,1.3,1.7,0.4,1.3,7.0,2.4,4.6,11.1,1.6,9.5,5.2,0.6,4.6,2.3,0.4,1.9,3.4,0.8,2.6,2.8,0.6,2.2,2.2,0.3,1.9,26.8,3.4,23.4,3.4,0.4,3.0,5.5,1.3,4.2,6.4,1.3,5.1,2.9,0.4,2.5,3.4,0.6,2.8,5.5,0.6,5.0,2.5,0.7,1.8
　胃潰瘍及び十二指腸潰瘍（再掲）,20.5,2.9,17.6,1.6,0.1,1.5,0.3,0.0,0.3,0.3,0.0,0.3,0.2,0.0,0.2,0.2,0.0,0.2,0.3,0.0,0.2,0.3,0.1,0.2,0.5,0.1,0.5,0.2,0.0,0.2,0.1,0.0,0.1,2.1,0.3,1.8,0.8,0.2,0.6,2.1,0.4,1.7,1.1,0.1,1.0,0.4,0.1,0.3,0.1,0.0,0.1,0.2,0.0,0.2,0.1,0.0,0.0,0.1,0.0,0.1,0.2,0.1,0.2,0.4,0.1,0.3,0.5,0.1,0.4,1.0,0.1,0.9,0.2,0.0,0.2,0.2,0.0,0.1,0.3,0.0,0.3,2.3,0.3,2.0,0.9,0.1,0.8,0.1,0.0,0.1,0.2,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.2,0.3,0.1,0.2,0.3,0.0,0.3,0.1,0.0,0.1,0.1,0.0,0.1,0.2,0.0,0.1,0.1,0.0,0.1,0.4,0.0,0.3,0.1,0.0,0.1,0.2,0.0,0.2,0.1,0.0,0.1,0.1,0.0,0.1,0.2,0.0,0.1,0.2,0.0,0.1,0.1,0.1,0.1
　胃炎及び十二指腸炎（再掲）,66.1,11.2,54.9,2.5,0.4,2.1,0.4,0.1,0.3,0.7,0.1,0.6,1.5,0.3,1.2,0.8,0.1,0.7,0.7,0.1,0.6,1.0,0.2,0.9,1.2,0.3,0.9,1.0,0.2,0.8,0.9,0.2,0.7,4.7,0.6,4.1,2.1,0.4,1.7,5.7,0.9,4.8,4.3,0.9,3.4,1.0,0.2,0.9,0.2,0.1,0.1,0.4,0.1,0.3,0.4,0.0,0.3,0.2,0.1,0.2,0.9,0.1,0.8,1.3,0.2,1.1,2.7,0.3,2.3,3.6,0.6,3.0,0.9,0.2,0.8,0.6,0.0,0.5,1.0,0.2,0.7,6.9,1.1,5.8,3.3,0.4,2.9,0.8,0.1,0.7,1.3,0.2,1.1,0.3,0.1,0.2,0.4,0.1,0.4,1.0,0.2,0.8,1.4,0.2,1.3,0.6,0.1,0.5,0.4,0.1,0.3,1.0,0.1,0.8,0.7,0.1,0.6,0.4,0.1,0.2,1.8,0.4,1.4,0.5,0.2,0.4,0.8,0.2,0.6,1.0,0.2,0.8,0.7,0.2,0.5,0.6,0.1,0.5,0.5,0.1,0.4,0.2,0.1,0.2
　肝疾患（再掲）,26.9,2.8,24.1,0.9,0.0,0.8,0.3,0.0,0.3,0.3,0.0,0.3,0.4,0.0,0.4,0.2,0.0,0.2,0.2,0.0,0.1,0.3,0.0,0.3,0.3,0.0,0.3,0.3,0.1,0.3,0.5,0.1,0.4,1.3,0.2,1.1,0.6,0.1,0.5,2.8,0.5,2.4,1.8,0.2,1.6,0.3,0.1,0.3,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.3,0.0,0.3,0.4,0.0,0.4,0.5,0.0,0.5,1.8,0.2,1.6,0.4,0.0,0.4,0.3,0.0,0.3,0.4,0.0,0.4,2.2,0.1,2.1,1.6,0.0,1.5,0.3,0.0,0.3,0.3,0.0,0.3,0.1,0.0,0.1,0.1,0.0,0.1,0.5,0.0,0.5,1.0,0.1,0.9,0.3,0.0,0.3,0.2,0.0,0.2,0.3,0.0,0.3,0.5,0.0,0.4,0.2,0.0,0.2,1.4,0.3,1.1,0.2,0.0,0.2,0.3,0.0,0.2,0.5,0.1,0.5,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.1,0.0,0.1
ⅩⅡ　皮膚及び皮下組織の疾患,303.5,95.6,207.8,10.4,3.9,6.6,2.8,0.8,2.0,2.7,0.8,1.9,4.4,1.3,3.2,2.0,0.3,1.7,1.9,0.5,1.4,3.2,1.1,2.1,5.6,2.0,3.5,4.6,1.4,3.2,4.0,1.4,2.7,17.1,4.9,12.1,12.5,4.5,7.9,43.6,15.3,28.3,15.1,4.2,10.8,4.5,1.6,2.9,3.0,0.9,2.1,2.0,0.7,1.4,2.0,0.5,1.5,2.1,0.7,1.5,4.6,1.2,3.4,4.4,1.5,2.9,7.2,2.2,5.1,20.5,5.3,15.2,5.2,1.7,3.5,3.5,0.9,2.7,4.7,1.2,3.6,26.6,7.9,18.7,13.2,4.9,8.3,2.8,0.7,2.1,2.1,0.6,1.4,0.9,0.2,0.7,1.6,0.7,1.0,3.6,1.0,2.6,5.8,1.9,3.9,4.4,1.3,3.1,1.9,0.6,1.3,2.2,0.7,1.5,1.6,0.4,1.2,1.6,0.3,1.3,17.5,5.5,12.0,2.6,0.8,1.8,4.0,1.4,2.7,4.1,1.2,2.9,2.1,0.6,1.5,2.0,0.7,1.3,3.9,0.9,2.9,2.2,1.2,1.0
ⅩⅢ　筋骨格系及び結合組織の疾患,877.2,78.1,799.1,33.1,3.3,29.8,9.6,0.6,9.0,8.3,0.5,7.7,17.0,1.6,15.4,6.4,0.4,6.0,7.4,0.6,6.7,10.2,0.9,9.3,19.0,1.5,17.5,14.8,1.2,13.5,14.0,1.0,13.0,44.2,9.8,34.4,41.3,3.3,37.9,92.0,8.5,83.4,52.0,4.5,47.5,12.6,1.1,11.4,6.6,0.5,6.2,7.3,0.8,6.5,5.8,0.5,5.4,5.9,0.5,5.4,13.8,1.3,12.5,17.8,1.2,16.6,24.9,1.7,23.2,49.8,4.1,45.8,12.4,1.1,11.3,6.6,0.8,5.8,17.0,1.1,15.9,60.7,4.4,56.2,39.7,3.5,36.2,6.8,0.6,6.2,5.6,0.5,5.1,4.7,0.5,4.1,5.0,0.6,4.4,9.6,0.8,8.8,22.5,1.8,20.6,14.3,0.8,13.6,4.2,0.3,3.9,9.4,0.6,8.9,13.9,1.0,12.9,5.4,0.4,5.0,40.2,2.7,37.5,7.9,0.5,7.5,11.8,0.7,11.1,17.0,1.4,15.7,9.0,0.7,8.3,9.9,0.7,9.1,14.7,0.9,13.8,7.0,0.9,6.1
　炎症性多発性関節障害（再掲）,49.6,5.4,44.2,2.7,0.2,2.5,0.5,0.0,0.4,0.4,0.0,0.4,0.8,0.2,0.6,0.4,0.0,0.3,0.5,0.1,0.4,0.6,0.0,0.5,1.2,0.1,1.1,1.3,0.1,1.3,0.9,0.1,0.8,2.4,0.5,1.9,1.9,0.2,1.8,3.9,0.6,3.3,2.1,0.3,1.8,0.9,0.1,0.8,0.3,0.0,0.3,0.6,0.1,0.5,0.3,0.0,0.3,0.4,0.0,0.3,0.8,0.1,0.7,0.8,0.1,0.7,1.4,0.1,1.4,2.5,0.3,2.2,0.9,0.1,0.8,0.4,0.0,0.4,1.0,0.1,0.9,3.2,0.4,2.8,2.4,0.2,2.2,0.4,0.1,0.4,0.3,0.0,0.3,0.3,0.0,0.2,0.5,0.0,0.5,0.7,0.0,0.6,2.0,0.2,1.7,0.9,0.0,0.9,0.3,0.0,0.3,0.6,0.1,0.5,0.6,0.0,0.6,0.3,0.0,0.3,1.8,0.1,1.7,0.4,0.0,0.4,0.5,0.1,0.4,1.3,0.1,1.2,0.6,0.1,0.5,0.5,0.1,0.4,1.2,0.1,1.1,0.6,0.1,0.5
